Unnamed: 0,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
722,1,2,7,4,2,2,1,3,1,1,1,2,1,1,2,3
741,1,2,6,5,3,2,1,3,1,1,1,2,1,1,2,3
742,6,9,2,5,2,3,1,3,1,1,1,2,1,1,2,3
748,1,2,5,5,3,2,1,3,1,1,1,2,1,1,2,3
749,1,2,5,5,3,2,1,3,1,1,1,2,1,1,2,3
777,6,9,1,5,3,2,1,3,1,1,1,2,1,1,2,3
795,1,2,7,5,3,2,1,3,1,1,1,2,1,1,2,3
800,2,3,2,5,2,4,1,3,1,1,1,2,1,1,2,3
875,1,2,4,5,3,2,1,3,1,1,1,2,1,1,2,3
876,6,9,5,5,2,2,1,3,1,1,1,2,1,1,2,3
880,1,2,4,5,3,2,1,3,1,1,1,2,1,1,2,3
894,2,10,1,5,3,2,1,3,1,1,1,2,1,1,2,3
930,2,10,2,5,2,4,1,3,1,1,1,2,1,1,2,3
943,6,9,2,6,3,3,1,3,1,1,1,2,1,1,2,3
946,1,2,3,6,3,4,1,3,1,1,1,2,1,1,2,3
1190,6,9,2,6,3,3,1,3,1,1,1,2,1,1,2,3
1203,2,3,3,6,2,4,1,3,1,1,1,2,1,1,2,3
1209,1,10,4,6,3,4,1,3,1,1,1,2,1,1,2,3
1252,8,1,5,7,3,3,1,3,1,1,1,2,1,1,2,3
1294,6,9,2,7,3,4,1,3,1,1,1,2,1,1,2,3
1377,6,9,3,8,3,3,1,3,1,1,1,2,1,1,2,3
1497,1,2,1,13,2,4,3,3,1,1,1,2,1,1,2,3
199,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
200,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
201,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
202,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
203,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
204,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
205,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
206,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
207,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
208,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
209,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
210,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
211,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
212,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
213,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
214,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
215,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
216,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
217,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
218,1,1,3,3,1,1,2,4,1,2,2,2,2,3,1,4
219,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
220,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
221,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
222,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
223,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
224,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
225,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
226,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
227,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
229,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
230,1,1,21,3,3,4,2,4,1,2,2,2,2,3,1,4
231,1,1,3,3,4,5,2,4,1,2,2,2,2,3,1,4
232,1,1,3,3,1,1,2,4,1,2,2,2,2,3,1,4
233,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
234,1,1,3,3,1,1,2,4,1,2,2,2,2,3,1,4
235,1,1,2,3,3,5,2,4,1,2,2,2,2,3,1,4
236,1,1,3,3,1,1,2,4,1,2,2,2,2,3,1,4
237,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
238,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
239,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
240,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
241,1,1,3,3,4,3,2,4,1,2,2,2,2,3,1,4
243,1,6,3,3,1,1,2,4,1,2,2,2,2,3,1,4
301,1,1,3,3,1,1,2,4,1,2,2,2,2,3,1,4
303,1,1,3,3,2,7,2,4,1,2,2,2,2,3,1,4
304,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
31,1,2,1,1,3,1,1,3,1,1,1,2,1,1,2,5
32,1,7,1,1,3,2,1,3,1,1,1,2,1,1,2,5
39,1,2,1,1,2,1,1,3,1,1,1,2,1,1,2,5
42,1,2,1,1,2,2,1,3,1,1,1,2,1,1,2,5
45,1,2,1,1,2,1,1,3,1,1,1,2,1,1,2,5
55,1,9,3,2,3,1,1,3,1,1,1,2,1,1,2,5
65,1,1,3,2,3,1,1,3,1,1,1,2,1,1,2,5
89,1,1,3,2,3,1,1,3,1,1,1,2,1,1,2,5
131,1,2,1,3,3,1,1,3,1,1,1,2,1,1,2,5
371,1,10,2,3,2,3,1,3,1,1,1,2,1,1,2,5
384,1,2,2,3,2,3,1,3,1,1,1,2,1,1,2,5
411,1,2,4,3,3,2,1,3,1,1,1,2,1,1,2,5
452,1,2,4,4,2,2,1,3,1,1,1,2,1,1,2,5
613,1,2,4,4,3,1,1,3,1,1,1,2,1,1,2,5
645,1,10,2,4,3,4,1,3,1,1,1,2,1,1,2,5
681,1,2,8,4,3,1,1,3,1,1,1,2,1,1,2,5
716,1,2,9,4,3,2,1,3,1,1,1,2,1,1,2,5
721,1,2,8,4,3,2,1,3,1,1,1,2,1,1,2,5
723,1,10,3,4,3,2,1,3,1,1,1,2,1,1,2,5
743,1,2,7,5,3,2,1,3,1,1,1,2,1,1,2,5
752,1,2,9,5,3,1,1,3,1,1,1,2,1,1,2,5
794,1,10,3,5,3,2,1,3,1,1,1,2,1,1,2,5
799,1,10,3,5,3,4,1,3,1,1,1,2,1,1,2,5
873,1,10,4,5,3,1,3,3,1,1,1,2,1,1,2,5
913,1,2,4,5,2,2,1,3,1,1,1,2,1,1,2,5
1015,1,2,5,6,3,3,1,3,1,1,1,2,1,1,2,5
1202,1,2,11,6,1,6,1,3,1,1,1,2,1,1,2,5
1258,1,2,1,7,3,3,1,3,1,1,1,2,1,1,2,5
1309,1,10,1,7,3,3,1,3,1,1,1,2,1,1,2,5
1404,1,2,2,9,2,3,2,3,1,1,1,2,1,1,2,5
916,7,10,3,5,3,5,1,3,1,1,2,2,1,4,1,6
922,5,6,5,5,3,5,1,3,1,1,2,2,1,4,1,6
934,5,6,20,5,3,5,1,3,1,1,2,2,1,2,1,6
947,5,6,5,6,3,5,1,3,1,1,2,2,1,4,1,6
948,2,1,2,6,3,6,1,3,1,1,2,2,1,4,1,6
988,5,6,5,6,3,5,1,3,1,1,2,2,1,2,1,6
994,7,10,3,6,3,5,1,3,1,1,2,2,1,4,1,6
995,7,6,3,6,3,5,1,3,1,1,2,2,1,4,1,6
996,7,6,3,6,3,5,1,3,1,1,2,2,1,4,1,6
997,5,5,6,6,3,6,1,3,1,1,2,2,1,4,1,6
998,2,7,2,6,3,6,1,3,1,1,2,2,1,4,1,6
999,5,6,2,6,3,6,1,3,1,1,2,2,1,4,1,6
1011,1,2,2,6,3,5,1,3,1,1,2,2,1,4,1,6
1188,5,5,2,6,3,5,1,3,1,1,2,2,1,4,1,6
1189,5,6,5,6,3,5,1,3,1,1,2,2,1,4,1,6
1200,5,6,5,6,3,5,1,3,1,1,2,2,1,4,1,6
1216,7,3,5,7,3,6,1,3,1,1,2,2,1,4,1,6
1217,5,7,5,7,3,6,1,3,1,1,2,2,1,4,1,6
1218,5,6,5,7,3,5,1,3,1,1,2,2,1,4,1,6
1250,5,7,4,7,3,5,1,3,1,1,2,2,1,4,1,6
1263,5,6,3,7,3,5,1,3,1,1,2,2,1,4,1,6
1264,5,5,7,7,3,5,1,3,1,1,2,2,1,4,1,6
1265,5,7,6,7,3,6,1,3,1,1,2,2,1,4,1,6
1293,5,6,5,7,3,5,1,3,1,1,2,2,1,1,1,6
1301,7,10,6,7,3,5,1,3,1,1,2,2,1,4,1,6
1305,5,6,6,7,3,6,1,3,1,1,2,2,1,4,1,6
1331,5,1,6,7,3,6,1,3,1,1,2,2,1,4,1,6
1335,5,1,4,7,3,5,1,3,1,1,2,2,1,4,1,6
1364,5,1,6,8,3,6,1,3,1,1,2,2,1,4,1,6
1373,7,6,13,8,3,5,1,3,1,1,2,2,1,4,1,6
1374,7,6,13,8,3,5,1,3,1,1,2,2,1,4,1,6
1389,5,6,6,8,3,5,1,3,1,1,2,2,1,4,1,6
1392,7,6,3,8,3,5,1,3,1,1,2,2,1,4,1,6
1395,5,5,5,9,3,6,1,3,1,1,2,2,1,4,1,6
1401,5,16,5,9,3,5,1,3,1,1,2,2,1,4,1,6
1403,5,7,7,9,3,6,1,3,1,1,2,2,1,4,1,6
1405,5,16,6,9,3,6,1,3,1,1,2,2,1,4,1,6
1412,2,16,6,9,3,6,1,3,1,1,2,2,1,4,1,6
1413,1,2,5,9,3,5,1,3,1,1,2,2,1,4,1,6
1423,1,2,5,9,2,4,2,3,1,1,2,2,1,4,1,6
1448,5,6,22,10,3,5,1,3,1,1,2,2,1,4,1,6
1512,5,6,5,14,4,6,1,3,1,1,2,2,1,4,1,6
1575,5,6,22,18,3,6,2,3,1,1,2,2,1,4,1,6
146,5,1,3,3,2,2,2,4,1,1,2,2,1,3,2,7
152,2,10,2,3,2,3,2,4,1,2,2,2,2,3,2,7
161,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
162,5,12,1,3,2,3,2,4,1,1,2,2,1,3,2,7
163,5,1,2,3,2,3,1,4,1,1,2,2,1,3,2,7
164,5,6,3,3,1,2,1,4,1,1,2,2,1,3,2,7
165,5,6,3,3,1,2,2,4,1,1,2,2,1,3,2,7
167,5,6,4,3,1,2,2,4,1,1,2,2,1,3,2,7
168,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
169,5,6,3,3,2,3,2,4,1,1,2,2,1,3,2,7
170,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
171,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
174,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
175,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
176,5,1,4,3,1,2,2,4,1,1,2,2,1,3,2,7
177,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
181,5,14,3,3,2,3,2,4,1,1,2,2,1,3,2,7
182,5,6,3,3,1,2,2,4,1,1,2,2,1,3,2,7
183,5,6,4,3,3,3,2,4,1,1,2,2,1,3,2,7
184,5,1,4,3,2,2,1,4,1,1,2,2,1,3,2,7
185,5,1,4,3,2,2,1,4,1,1,2,2,1,3,2,7
186,5,1,3,3,2,2,1,4,1,1,2,2,1,3,2,7
187,5,6,3,3,1,2,2,4,1,1,2,2,1,3,2,7
188,5,6,3,3,1,2,2,4,1,1,2,2,1,3,2,7
189,5,1,4,3,2,3,2,4,1,1,2,2,1,3,2,7
190,5,1,4,3,2,3,2,4,1,1,2,2,1,3,2,7
191,5,1,4,3,1,3,2,4,1,1,2,2,1,3,2,7
192,5,1,1,3,2,3,2,4,1,1,2,2,1,3,2,7
193,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
195,5,6,3,3,1,2,1,4,1,1,2,2,1,3,2,7
196,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
198,5,7,2,3,2,2,2,4,1,1,2,2,1,3,2,7
228,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
248,1,2,2,3,2,2,2,4,1,2,2,2,2,3,1,7
249,5,6,1,3,2,3,2,4,1,1,2,2,1,3,2,7
260,5,1,4,3,1,2,1,4,1,1,2,2,1,3,2,7
261,5,5,2,3,2,2,1,4,1,1,2,2,1,3,2,7
262,8,1,2,3,3,6,1,4,1,1,2,2,1,3,2,7
263,5,1,3,3,2,2,1,4,1,1,2,2,1,3,2,7
265,1,1,3,3,2,2,2,4,1,2,2,2,2,3,1,7
266,8,10,3,3,1,3,2,4,1,1,2,2,1,3,2,7
267,8,7,4,3,1,3,2,4,1,1,2,2,1,3,2,7
269,5,15,3,3,1,3,2,4,1,1,2,2,1,3,2,7
270,1,1,1,3,2,2,2,4,1,1,2,2,1,3,2,7
271,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
272,5,1,3,3,1,2,2,4,1,1,2,2,1,3,2,7
274,5,1,4,3,2,3,2,4,1,1,2,2,1,3,2,7
275,2,10,2,3,2,3,2,4,1,1,2,2,1,3,2,7
276,2,7,2,3,2,3,2,4,1,1,2,2,1,3,2,7
277,7,12,5,3,2,3,2,4,1,1,2,2,1,3,2,7
278,5,10,4,3,2,3,2,4,1,2,2,2,2,3,2,7
279,7,16,3,3,2,3,2,4,1,1,2,2,1,3,2,7
280,5,6,3,3,2,2,2,4,1,1,2,2,1,3,2,7
281,7,10,3,3,1,2,2,4,1,2,2,2,2,3,2,7
286,2,10,1,3,1,2,2,4,1,2,2,2,2,3,1,7
291,2,10,3,3,1,2,3,4,1,2,2,2,2,3,1,7
294,1,10,3,3,1,3,2,4,1,2,2,2,2,3,2,7
297,5,1,4,3,1,2,1,4,1,1,2,2,1,3,2,7
298,5,7,3,3,2,2,2,4,1,1,2,2,1,3,2,7
299,7,7,3,3,1,2,2,4,1,2,2,2,2,3,1,7
308,1,1,2,3,2,2,2,4,1,2,2,2,2,3,1,7
310,5,6,3,3,2,3,2,4,1,1,2,2,1,3,2,7
316,5,14,4,3,2,3,2,4,1,2,2,2,2,3,2,7
317,1,10,2,3,2,2,2,4,1,2,2,2,2,3,1,7
318,5,1,3,3,2,2,2,4,1,1,2,2,1,3,2,7
319,5,6,2,3,2,2,2,4,1,1,2,2,1,3,2,7
321,1,10,3,3,2,2,2,4,1,2,2,2,2,3,1,7
324,5,8,1,3,2,3,2,4,1,1,2,2,1,3,2,7
325,1,10,3,3,1,2,2,4,1,2,2,2,2,3,1,7
327,5,6,3,3,2,3,2,4,1,2,2,2,2,3,2,7
332,5,5,3,3,2,2,1,4,1,1,2,2,1,3,2,7
336,7,13,3,3,2,3,2,4,1,2,2,2,2,3,2,7
338,8,10,2,3,1,2,2,4,1,1,2,2,1,3,2,7
339,5,7,4,3,2,3,2,4,1,2,2,2,2,3,2,7
340,5,16,2,3,2,3,2,4,1,1,2,2,1,3,2,7
341,5,1,3,3,2,2,2,4,1,1,2,2,1,3,2,7
342,2,13,2,3,2,3,2,4,1,2,2,2,2,3,2,7
344,5,1,3,3,1,3,2,4,1,1,2,2,1,3,2,7
345,5,6,3,3,1,3,2,4,1,1,2,2,1,3,2,7
346,8,5,4,3,2,2,2,4,1,1,2,2,1,3,2,7
349,5,1,4,3,2,2,2,4,1,1,2,2,1,3,2,7
350,5,6,4,3,2,3,2,4,1,1,2,2,1,3,2,7
351,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
354,5,4,5,3,2,3,2,4,1,2,2,2,2,3,2,7
355,5,17,5,3,2,4,2,4,1,2,2,2,2,3,2,7
356,5,1,4,3,2,3,2,4,1,1,2,2,1,3,2,7
357,5,6,3,3,2,3,2,4,1,1,2,2,1,3,2,7
358,5,6,3,3,2,3,2,4,1,1,2,2,1,3,2,7
376,5,10,4,3,2,3,2,4,1,2,2,2,2,3,2,7
383,2,12,2,3,2,2,2,4,1,2,2,2,2,3,2,7
399,1,14,3,3,2,3,2,4,1,2,2,2,2,3,1,7
400,5,13,4,3,2,2,2,4,1,2,2,2,2,3,2,7
401,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
402,5,1,3,3,2,2,2,4,1,1,2,2,1,3,2,7
403,1,1,2,3,2,2,2,4,1,2,2,2,2,3,2,7
404,6,1,2,3,1,2,2,4,1,2,2,2,2,3,1,7
405,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
406,5,1,3,3,2,3,2,4,1,1,2,2,1,3,2,7
412,2,1,4,3,2,2,2,4,1,1,2,2,1,3,2,7
417,1,1,3,3,1,2,3,4,2,2,2,2,2,3,1,7
436,5,10,3,3,1,2,2,4,1,1,2,2,1,3,2,7
443,1,7,3,4,2,2,1,4,2,2,2,2,2,3,1,7
444,5,7,3,4,1,3,2,4,1,1,2,2,1,3,2,7
445,1,17,3,4,2,2,2,4,1,1,2,2,1,3,2,7
489,5,1,1,4,2,2,1,4,1,1,2,2,1,3,2,7
490,5,6,3,4,2,3,2,4,1,2,2,2,2,3,1,7
494,5,10,4,4,2,3,2,4,1,1,2,2,1,3,2,7
498,5,14,4,4,2,3,2,4,1,1,2,2,1,3,2,7
502,5,10,4,4,2,2,2,4,1,1,2,2,1,3,2,7
503,1,1,5,4,2,4,2,4,1,1,2,2,1,3,2,7
504,5,7,4,4,2,4,2,4,1,1,2,2,1,3,2,7
526,1,1,3,4,2,2,2,4,1,2,2,2,2,3,1,7
553,5,7,4,4,1,3,2,4,1,1,2,2,1,3,2,7
558,6,1,2,4,1,2,3,4,1,2,2,2,2,3,1,7
567,5,12,5,4,1,2,2,4,1,1,2,2,1,3,2,7
598,5,16,4,4,2,3,2,4,1,1,2,2,1,3,2,7
730,5,6,6,4,2,3,2,4,1,1,2,2,1,3,2,7
755,5,1,3,5,1,2,2,4,1,1,2,2,1,3,2,7
797,5,1,1,5,1,2,2,4,1,1,2,2,1,3,2,7
869,5,6,3,5,1,3,2,4,1,1,2,2,1,3,2,7
870,5,1,3,5,2,2,1,4,1,1,2,2,1,3,2,7
879,5,1,3,5,2,2,2,4,1,1,2,2,1,3,2,7
911,2,5,2,5,2,2,2,4,1,2,2,2,2,3,2,7
919,5,1,3,5,1,2,2,4,1,1,2,2,1,3,2,7
938,5,1,3,6,2,2,2,4,1,1,2,2,1,3,2,7
957,7,12,1,6,2,2,2,4,1,1,2,2,1,3,2,7
992,5,1,4,6,2,3,2,4,1,1,2,2,1,3,2,7
1182,5,1,2,6,1,3,2,4,1,1,2,2,1,3,2,7
1268,5,1,3,7,2,3,2,4,1,2,2,2,2,3,2,7
1296,8,16,3,7,2,3,2,4,1,1,2,2,1,3,2,7
1321,5,1,4,7,2,3,2,4,1,1,2,2,1,3,2,7
166,2,3,4,3,2,4,2,4,1,1,2,2,1,1,1,8
172,2,3,5,3,1,2,3,4,1,1,2,2,1,1,1,8
178,7,3,2,3,1,2,2,4,1,1,2,2,1,1,1,8
245,7,3,2,3,1,2,3,4,1,1,2,2,1,1,1,8
250,7,3,2,3,1,1,3,4,1,1,2,2,1,1,1,8
254,7,3,2,3,2,2,1,4,1,1,2,2,1,1,1,8
290,7,3,2,3,1,3,2,4,1,1,2,2,1,1,1,8
292,7,3,2,3,1,1,3,4,1,1,2,2,1,1,1,8
305,2,3,5,3,2,4,2,4,1,1,2,2,1,1,1,8
309,7,3,6,3,3,5,2,4,1,1,2,2,1,1,1,8
314,7,3,2,3,2,2,1,4,1,1,2,2,1,1,1,8
323,7,3,6,3,3,6,2,4,1,1,2,2,1,1,1,8
326,7,3,5,3,1,2,2,4,1,1,2,2,1,1,1,8
331,7,3,3,3,1,2,3,4,1,1,2,2,1,1,1,8
352,7,3,5,3,3,4,2,4,1,1,2,2,1,1,1,8
353,7,3,5,3,3,4,2,4,1,1,2,2,1,1,1,8
368,7,3,3,3,4,6,2,4,1,1,2,2,1,1,1,8
387,7,3,5,3,3,5,3,4,1,1,2,2,1,1,1,8
389,7,1,2,3,1,1,1,4,1,1,2,2,1,1,1,8
390,7,1,2,3,1,1,1,4,1,1,2,2,1,1,1,8
391,7,1,2,3,1,1,1,4,1,1,2,2,1,1,1,8
407,7,3,3,3,1,1,2,4,1,1,2,2,1,1,1,8
410,7,3,6,3,1,2,3,4,1,1,2,2,1,1,1,8
415,7,3,3,3,1,2,3,4,1,1,2,2,1,1,1,8
446,7,3,2,4,2,2,2,4,1,1,2,2,1,1,1,8
447,7,3,5,4,3,4,2,4,1,1,2,2,1,1,1,8
453,7,3,3,4,1,1,3,4,1,1,2,2,1,1,1,8
454,7,3,2,4,1,2,3,4,1,1,2,2,1,1,1,8
455,7,3,11,4,3,6,3,4,1,1,2,2,1,1,1,8
492,1,8,4,4,2,4,2,4,1,1,2,2,1,1,1,8
499,7,3,5,4,3,6,2,4,1,1,2,2,1,1,1,8
509,7,3,3,4,1,2,3,4,1,1,2,2,1,1,1,8
522,7,3,2,4,1,1,4,4,1,1,2,2,1,1,1,8
533,7,3,2,4,1,2,2,4,1,1,2,2,1,1,1,8
536,7,3,2,4,1,1,3,4,1,1,2,2,1,1,1,8
543,1,2,7,4,2,4,3,4,1,1,2,2,1,1,1,8
572,7,3,2,4,1,2,3,4,1,1,2,2,1,1,1,8
596,1,8,4,4,4,2,2,4,1,1,2,2,1,1,1,8
601,7,3,7,4,4,6,2,4,1,1,2,2,1,1,1,8
620,7,3,3,4,1,2,2,4,1,1,2,2,1,1,1,8
625,7,3,7,4,4,6,2,4,1,1,2,2,1,1,1,8
631,7,3,2,4,1,2,4,4,1,1,2,2,1,1,1,8
632,7,3,3,4,1,2,5,4,1,1,2,2,1,1,1,8
646,7,3,7,4,4,6,2,4,1,1,2,2,1,1,1,8
647,7,3,7,4,4,6,2,4,1,1,2,2,1,1,1,8
648,7,3,5,4,1,2,3,4,1,1,2,2,1,1,1,8
679,7,3,3,4,2,2,2,4,1,1,2,2,1,1,1,8
798,7,1,2,5,1,4,1,4,1,1,2,2,1,1,1,8
1010,7,1,2,6,1,2,3,4,1,1,2,2,1,1,1,8
1408,2,3,2,9,3,4,1,4,1,1,2,2,1,1,1,8
1434,7,3,3,9,3,3,2,4,1,1,2,2,1,1,1,8
1476,7,3,3,11,3,4,2,4,1,1,2,2,1,1,1,8
1567,7,3,1,18,3,5,3,4,1,1,2,2,1,1,1,8
133,7,3,2,3,1,3,2,4,1,1,2,2,1,3,1,9
144,7,3,5,3,2,2,2,4,1,1,2,2,1,3,1,9
147,7,3,4,3,2,3,2,4,1,1,2,2,1,3,1,9
148,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
149,7,3,2,3,1,2,2,4,1,1,2,2,1,3,2,9
150,7,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
153,7,3,6,3,2,3,2,4,1,1,2,2,1,3,1,9
154,7,3,2,3,1,2,2,4,1,1,2,2,1,3,2,9
173,7,3,2,3,1,1,1,4,1,1,2,2,1,3,1,9
242,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
244,7,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
246,7,3,4,3,1,2,2,4,1,1,2,2,1,3,1,9
268,2,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
273,7,1,5,3,1,2,2,4,1,1,2,2,1,3,1,9
282,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
283,7,3,4,3,1,2,2,4,1,1,2,2,1,3,1,9
284,2,10,5,3,2,3,2,4,1,1,2,2,1,3,1,9
285,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
302,7,13,4,3,1,2,2,4,1,1,2,2,1,3,1,9
306,7,3,7,3,2,4,3,4,1,1,2,2,1,3,1,9
311,7,3,4,3,1,2,2,4,1,1,2,2,1,3,1,9
312,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
313,7,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
322,7,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
328,2,3,4,3,1,1,2,4,1,1,2,2,1,3,1,9
329,2,3,5,3,3,3,1,4,1,1,2,2,1,3,1,9
330,2,3,6,3,4,2,2,4,1,1,2,2,1,3,1,9
337,2,3,4,3,5,5,2,4,1,1,2,2,1,3,1,9
343,7,3,4,3,2,2,2,4,1,1,2,2,1,3,2,9
347,7,3,2,3,1,2,2,4,1,1,2,2,1,3,1,9
348,7,3,1,3,1,2,2,4,1,1,2,2,1,3,1,9
360,7,3,3,3,1,2,2,4,1,1,2,2,1,3,1,9
396,7,3,4,3,2,3,2,4,1,1,2,2,1,3,1,9
408,2,3,1,3,2,4,3,4,1,1,2,2,1,3,1,9
437,2,3,2,3,2,4,2,4,1,1,2,2,1,3,1,9
448,7,3,2,4,1,2,2,4,1,1,2,2,1,3,1,9
449,7,3,2,4,1,2,2,4,1,1,2,2,1,3,1,9
501,7,3,3,4,1,2,2,4,1,1,2,2,1,3,1,9
527,7,3,3,4,1,2,2,4,1,1,2,2,1,3,1,9
528,7,3,3,4,1,2,2,4,1,1,2,2,1,3,1,9
529,7,3,5,4,1,2,2,4,1,1,2,2,1,3,1,9
530,7,3,2,4,1,2,2,4,1,1,2,2,1,3,1,9
531,7,3,3,4,3,4,2,4,1,1,2,2,1,3,1,9
532,7,3,4,4,1,2,2,4,1,1,2,2,1,3,1,9
